DateTime,Nitrate_mgL,DOC_mgL
2017-06-07 06:47,0.110074374,4.855417
2017-06-07 07:02,0.116929919,4.857559
2017-06-07 07:17,0.123785464,4.841494
2017-06-07 07:32,0.10184772,4.821145
2017-06-07 07:47,0.11555881,4.846849
2017-06-07 08:02,0.119672137,4.839352
2017-06-07 08:17,0.119672137,4.819003
2017-06-07 08:32,0.094992175,4.779376
2017-06-07 08:47,0.118301028,4.798654
2017-06-07 09:02,0.107332156,4.767595
2017-06-07 09:17,0.116929919,4.791157
2017-06-07 09:32,0.112816592,4.767595
2017-06-07 09:47,0.126527682,4.761169
2017-06-07 10:02,0.125156573,4.768666
2017-06-07 10:17,0.126527682,4.753672
2017-06-07 10:32,0.11555881,4.74082
2017-06-07 10:47,0.112816592,4.74082
2017-06-07 11:02,0.114187701,4.707619
2017-06-07 11:17,0.123785464,4.705477
2017-06-07 11:32,0.11555881,4.715116
2017-06-07 11:47,0.108703265,4.680844
2017-06-07 12:02,0.11555881,4.689412
2017-06-07 12:17,0.104589938,4.669063
2017-06-07 12:32,0.111445483,4.656211
2017-06-07 12:47,0.105961047,4.624081
2017-06-07 13:02,0.11555881,4.624081
2017-06-07 13:17,0.119672137,4.611229
2017-06-07 13:32,0.125156573,4.617655
2017-06-07 13:47,0.122414355,4.600519
2017-06-07 14:02,0.119672137,4.574815
2017-06-07 14:17,0.123785464,4.575886
2017-06-07 14:32,0.116929919,4.574815
2017-06-07 14:47,0.111445483,4.543756
2017-06-07 15:02,0.122414355,4.543756
2017-06-07 15:17,0.11555881,4.510555
2017-06-07 15:32,0.107332156,4.5052
2017-06-07 15:47,0.114187701,4.477354
2017-06-07 16:02,0.10184772,4.468786
2017-06-07 16:17,0.103218829,4.463431
2017-06-07 16:32,0.097734393,4.443082
2017-06-07 16:47,0.11555881,4.447366
2017-06-07 17:02,0.10184772,4.421662
2017-06-07 17:17,0.099105502,4.418449
2017-06-07 17:32,0.114187701,4.397029
2017-06-07 17:47,0.097734393,4.401313
2017-06-07 18:02,0.108703265,4.407739
2017-06-07 18:17,0.10184772,4.386319
2017-06-07 18:32,0.110074374,4.3981
2017-06-07 18:47,0.094992175,4.383106
2017-06-07 19:02,0.107332156,4.379893
2017-06-07 19:17,0.108703265,4.35526
2017-06-07 19:32,0.090878848,4.352047
2017-06-07 19:47,0.092249957,4.337053
2017-06-07 20:02,0.096363284,4.373467
2017-06-07 20:17,0.100476611,4.341337
2017-06-07 20:32,0.092249957,4.341337
2017-06-07 20:47,0.100476611,4.348834
2017-06-07 21:02,0.092249957,4.367041
2017-06-07 21:17,0.103218829,4.364899
2017-06-07 21:32,0.104589938,4.379893
2017-06-07 21:47,0.097734393,4.383106
2017-06-07 22:02,0.093621066,4.393816
2017-06-07 22:17,0.099105502,4.403455
2017-06-07 22:32,0.094992175,4.423804
2017-06-07 22:47,0.092249957,4.428088
2017-06-07 23:02,0.100476611,4.431301
2017-06-07 23:17,0.08813663,4.434514
2017-06-07 23:32,0.097734393,4.442011
2017-06-07 23:47,0.086765521,4.455934
2017-06-08 00:02,0.099105502,4.457005
2017-06-08 00:17,0.107332156,4.466644
2017-06-08 00:32,0.118301028,4.469857
2017-06-08 00:47,0.112816592,4.468786
2017-06-08 01:02,0.099105502,4.485922
2017-06-08 01:17,0.097734393,4.496632
2017-06-08 01:32,0.112816592,4.497703
2017-06-08 01:47,0.112816592,4.500916
2017-06-08 02:02,0.089507739,4.491277
2017-06-08 02:17,0.105961047,4.476283
2017-06-08 02:32,0.107332156,4.519123
2017-06-08 02:47,0.096363284,4.496632
2017-06-08 03:02,0.082652194,4.506271
2017-06-08 03:17,0.103218829,4.501987
2017-06-08 03:32,0.116929919,4.500916
2017-06-08 03:47,0.073054431,4.5052
2017-06-08 04:02,0.099105502,4.501987
2017-06-08 04:17,0.097734393,4.510555
2017-06-08 04:32,0.100476611,4.507342
2017-06-08 04:47,0.111445483,4.480567
2017-06-08 05:02,0.090878848,4.482709
2017-06-08 05:17,0.110074374,4.492348
2017-06-08 05:32,0.093621066,4.480567
2017-06-08 05:47,0.103218829,4.484851
2017-06-08 06:02,0.10184772,4.469857
2017-06-08 06:17,0.097734393,4.485922
2017-06-08 06:32,0.110074374,4.455934
2017-06-08 06:47,0.094992175,4.438798
2017-06-08 07:02,0.103218829,4.457005
2017-06-08 07:17,0.094992175,4.429159
2017-06-08 07:32,0.112816592,4.432372
2017-06-08 07:47,0.116929919,4.433443
2017-06-08 08:02,0.108703265,4.414165
2017-06-08 08:17,0.104589938,4.423804
2017-06-08 08:32,0.107332156,4.412023
2017-06-08 08:47,0.108703265,4.403455
2017-06-08 09:02,0.110074374,4.394887
2017-06-08 09:17,0.110074374,4.389532
2017-06-08 09:32,0.100476611,4.395958
2017-06-08 09:47,0.111445483,4.402384
2017-06-08 10:02,0.107332156,4.383106
2017-06-08 10:17,0.103218829,4.363828
2017-06-08 10:32,0.099105502,4.370254
2017-06-08 10:47,0.110074374,4.359544
2017-06-08 11:02,0.104589938,4.357402
2017-06-08 11:17,0.126527682,4.357402
2017-06-08 11:32,0.114187701,4.369183
2017-06-08 11:47,0.107332156,4.33384
2017-06-08 12:02,0.103218829,4.339195
2017-06-08 12:17,0.100476611,4.328485
